ETF_ID,NAME,THEME,ASSET_TYPE,RISK_LEVEL,EXPENSE_LEVEL
KR0000483420,ACE 애플밸류체인액티브,해외주식(미국),ETF,3,mid
KR00000010E0,ACE FTSE WGBI Korea,채권/금리,ETF,1,mid
KR0000223190,KODEX 200가치저변동,해외주식,ETF,3,low
KR0000450190,KODEX 한중반도체(합성),해외주식(미국),ETF,3,mid
KR0000409810,KODEX 미국나스닥100선물인버스(H),해외주식(미국),ETF,3,high
KR0000461910,PLUS 미국테크TOP10레버리지(합성),해외주식(미국),ETF,3,mid
KR0000275280,KODEX 모멘텀주,해외주식,ETF,3,mid
KR0000183700,RISE 채권혼합,단기자금/MMF,ETF,1,mid
KR0000442090,에셋플러스 코리아대장장이액티브,해외주식,ETF,3,mid
KR0000438900,HANARO Fn K-푸드,해외주식,ETF,3,mid
KR0000472840,ITF 200,국내주식,ETF,2,mid
KR0000114460,ACE 국고채3년,채권/금리,ETF,1,mid
KR0000442560,RISE TDF2040액티브,단기자금/MMF,ETF,1,mid
KR00000105D0,SOL 한국AI소프트웨어,해외주식,ETF,3,mid
KR0000449580,RISE 테슬라애플아마존채권혼합,단기자금/MMF,ETF,1,mid
KR0000385600,ACE 2차전지&친환경차액티브,해외주식,ETF,3,mid
KR0000461900,PLUS 미국테크TOP10,해외주식(미국),ETF,3,mid
KR0000304770,HANARO 코스닥150,국내주식,ETF,2,mid
KR0000494420,PLUS 미국배당증가성장주데일리커버드콜,해외주식,ETF,3,mid
KR0000468370,KODEX iShares미국인플레이션국채액티브,채권/금리,ETF,1,high
KR0000145850,TREX 펀더멘탈 200,해외주식,ETF,3,mid
KR0000447660,PLUS 애플채권혼합,단기자금/MMF,ETF,1,mid
KR0000275290,KODEX 가치주,해외주식,ETF,3,mid
KR0000498050,HANARO 바이오코리아액티브,해외주식,ETF,3,mid
KR00000094M0,RISE 코리아밸류업위클리고정커버드콜,해외주식,ETF,3,mid
KR0000417630,TIGER KEDI혁신기업ESG30,해외주식,ETF,3,mid
KR0000411860,KIWOOM 독일DAX,해외주식(미국),ETF,3,mid
KR0000354350,HANARO 글로벌럭셔리S&P(합성),해외주식(미국),ETF,3,mid
KR0000241390,RISE V&S셀렉트밸류채권혼합,단기자금/MMF,ETF,1,mid
KR0000213630,PLUS 미국다우존스고배당주(합성 H),해외주식(미국),ETF,3,mid
KR00000113G0,KoAct 미국바이오헬스케어액티브,해외주식(미국),ETF,3,mid
KR0000239660,PLUS 우량회사채50,채권/금리,ETF,1,mid
KR0000496120,ACE 코리아밸류업,국내주식,ETF,2,mid
KR0000407820,에셋플러스 코리아플랫폼액티브,해외주식,ETF,3,mid
KR0000440340,TIGER 글로벌멀티에셋TIF액티브,단기자금/MMF,ETF,1,high
KR0000371870,ACE 차이나항셍테크,해외주식(미국),ETF,3,mid
KR0000391670,HK 베스트일레븐액티브,국내주식,ETF,2,mid
KR0000491510,파워 K-주주가치액티브,해외주식,ETF,3,mid
KR00000018Z0,RISE 미국양자컴퓨팅,해외주식(미국),ETF,3,mid
KR0000280320,ACE 미국IT인터넷(합성 H),해외주식(미국),ETF,3,mid
KR0000300610,TIGER K게임,해외주식,ETF,3,mid
KR0000433220,에셋플러스 글로벌대장장이액티브,해외주식(미국),ETF,3,mid
KR00000013P0,RISE 미국은행TOP10,해외주식(미국),ETF,3,mid
KR0000460660,RISE 미국S&P배당킹,해외주식(미국),ETF,3,mid
KR0000387280,TIGER 퓨처모빌리티액티브,해외주식,ETF,3,high
KR0000416090,ACE 중국과창판STAR50,해외주식(미국),ETF,3,mid
KR00000141S0,SOL 조선기자재,해외주식,ETF,3,mid
KR0000291130,ACE MSCI멕시코(합성),해외주식(미국),ETF,3,mid
KR0000457700,KODEX 53-09 국고채액티브,채권/금리,ETF,1,high
KR0000446690,KODEX 아시아AI반도체exChina액티브,해외주식(미국),ETF,3,high
KR0000250780,TIGER 코스닥150선물인버스,파생(인버스),ETF,4,high
KR0000494180,TIMEFOLIO 글로벌소비트렌드액티브,해외주식(미국),ETF,3,mid
KR0000226980,KODEX 200 중소형,국내주식,ETF,2,low
KR00000049K0,ACE 미국배당퀄리티채권혼합50,단기자금/MMF,ETF,1,mid
KR0000469790,KIWOOM K-테크TOP10,해외주식,ETF,3,mid
KR0000265690,ACE 러시아MSCI(합성),해외주식(미국),ETF,3,mid
KR0000253290,RISE 헬스케어채권혼합,단기자금/MMF,ETF,1,mid
KR0000376410,TIGER 탄소효율그린뉴딜,해외주식,ETF,3,mid
KR0000292500,SOL KRX300,국내주식,ETF,2,mid
KR0000483330,ACE 마이크로소프트밸류체인액티브,해외주식(미국),ETF,3,mid
KR0000284980,RISE 200금융,해외주식,ETF,3,mid
KR0000292160,TIGER KRX300,국내주식,ETF,2,mid
KR0000464610,SOL 의료기기소부장Fn,해외주식,ETF,3,mid
KR0000477490,에셋플러스 글로벌일등기업포커스10액티브,해외주식(미국),ETF,3,mid
KR0000091220,TIGER 은행,해외주식,ETF,3,mid
KR0000461450,KODEX 코스닥글로벌,국내주식,ETF,2,low
KR0000316670,KIWOOM 코스닥150,국내주식,ETF,2,mid
KR00000086C0,TIGER 리츠부동산인프라10채권혼합액티브,단기자금/MMF,ETF,1,high
KR0000381560,HANARO Fn전기&수소차,해외주식,ETF,3,mid
KR0000290080,RISE 200고배당커버드콜ATM,파생(인버스),ETF,4,mid
KR0000219390,RISE 미국S&P원유생산기업(합성 H),해외주식(미국),ETF,3,mid
KR0000465660,TIGER 일본반도체FACTSET,해외주식(미국),ETF,3,mid
KR00000087F0,ACE 차이나AI빅테크TOP2+액티브,해외주식(미국),ETF,3,mid
KR00000021D0,ACE TDF2030액티브,단기자금/MMF,ETF,1,mid
KR0000404260,KODEX 기후변화솔루션,해외주식,ETF,3,mid
KR0000276000,TIGER 글로벌자원생산기업(합성 H),해외주식(미국),ETF,3,mid
KR0000195920,TIGER 일본TOPIX(합성 H),해외주식(미국),ETF,3,mid
KR0000432840,HANARO 미국S&P500,해외주식(미국),ETF,3,mid
KR0000364690,KODEX 혁신기술테마액티브,국내주식,ETF,2,high
KR0000159800,마이티 코스피100,국내주식,ETF,2,mid
KR0000428560,KODEX 미국ETF산업Top10 Indxx,해외주식(미국),ETF,3,mid
KR00000094L0,RISE 차이나테크TOP10위클리타겟커버드콜,해외주식(미국),ETF,3,mid
KR0000446700,RISE 배터리 리사이클링,해외주식,ETF,3,mid
KR0000419420,KODEX 미국클린에너지나스닥,해외주식(미국),ETF,3,low
KR0000451600,PLUS 국고채30년액티브,채권/금리,ETF,1,mid
KR0000337150,KODEX 200exTOP,해외주식,ETF,3,low
KR00000115C0,RISE 미국고배당다우존스TOP10,해외주식(미국),ETF,3,mid
KR0000354240,RISE 미국고정배당우선증권,단기자금/MMF,ETF,1,mid
KR0000422260,VITA MZ소비액티브,해외주식,ETF,3,mid
KR0000375760,HANARO 탄소효율그린뉴딜,해외주식,ETF,3,mid
KR0000289040,KODEX MSCI KOREA ESG유니버설,해외주식,ETF,3,mid
KR0000131890,ACE 삼성그룹동일가중,해외주식,ETF,3,mid
KR0000485810,TIMEFOLIO 글로벌바이오액티브,해외주식(미국),ETF,3,mid
KR0000138530,TIGER LG그룹+펀더멘털,해외주식,ETF,3,mid
KR0000456250,KODEX 유럽명품TOP10 STOXX,해외주식(미국),ETF,3,mid
KR00000001P0,마이티 바이오시밀러&CDMO액티브,해외주식,ETF,3,mid
KR00000093B0,RISE 엔비디아고정테크100,해외주식(미국),ETF,3,mid
KR00000008E0,ACE 미국중심중소형제조업,해외주식(미국),ETF,3,mid
KR0000453630,KODEX 미국S&P500필수소비재,해외주식(미국),ETF,3,low
KR0000289260,TIGER MSCI KOREA ESG리더스,해외주식,ETF,3,mid
KR0000337120,KODEX 멀티팩터,해외주식,ETF,3,mid
KR0000225060,TIGER 이머징마켓MSCI레버리지(합성 H),해외주식(미국),ETF,3,high
KR00000047N0,PLUS 차이나AI테크TOP10,해외주식(미국),ETF,3,mid
KR0000310080,RISE 중국MSCI China(H),해외주식(미국),ETF,3,mid
KR0000463640,KODEX 미국S&P500유틸리티,해외주식(미국),ETF,3,low
KR0000104520,KIWOOM 블루칩,해외주식,ETF,3,mid
KR0000108590,TREX 200,국내주식,ETF,2,mid
KR0000117690,TIGER 차이나항셍30,해외주식(미국),ETF,3,mid
KR00000090B0,PLUS K방산소부장,해외주식,ETF,3,mid
KR0000289250,TIGER MSCI KOREA ESG유니버설,해외주식,ETF,3,mid
KR0000453660,KODEX 미국S&P500경기소비재,해외주식(미국),ETF,3,low
KR0000464920,PLUS 일본반도체소부장,해외주식(미국),ETF,3,mid
KR00000127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,해외주식(미국),ETF,3,mid
KR0000271050,KODEX WTI원유선물인버스(H),원자재,ETF,3,high
KR0000183710,RISE 주식혼합,단기자금/MMF,ETF,1,mid
KR0000435040,ACE 글로벌브랜드TOP10,해외주식(미국),ETF,3,mid
KR0000140710,KODEX 운송,해외주식,ETF,3,mid
KR0000137610,TIGER 농산물선물Enhanced(H),원자재,ETF,3,high
KR0000192720,파워 고배당저변동성,해외주식,ETF,3,mid
KR0000266410,KODEX 필수소비재,해외주식,ETF,3,mid
KR00000021C0,ACE 장기자산배분액티브,단기자금/MMF,ETF,1,mid
KR0000229720,KODEX KTOP30,국내주식,ETF,2,mid
KR0000465670,TIGER 미국캐시카우100,해외주식(미국),ETF,3,low
KR0000360150,KODEX 코스닥150롱코스피200숏선물,해외주식,ETF,3,high
KR0000487950,KODEX 대만테크고배당다우존스,해외주식(미국),ETF,3,mid
KR0000367740,HANARO Fn5G산업,해외주식,ETF,3,mid
KR00000127T0,KIWOOM 미국S&P500&배당다우존스비중전환,해외주식(미국),ETF,3,mid
KR0000451150,에셋플러스 글로벌영에이지액티브,해외주식(미국),ETF,3,mid
KR0000304760,HANARO KRX300,국내주식,ETF,2,mid
KR0000261110,TIGER 미국달러선물레버리지,단기자금/MMF,ETF,1,high
KR0000269370,TIGER S&P글로벌인프라(합성),해외주식(미국),ETF,3,low
KR0000453060,HANARO KOFR금리액티브(합성),채권/금리,ETF,1,mid
KR0000411540,SOL 200 Top10,국내주식,ETF,2,mid
KR0000445910,TIGER MKF배당귀족,해외주식,ETF,3,mid
KR0000457930,BNK 미래전략기술액티브,해외주식,ETF,3,mid
KR0000292770,KODEX 국채선물3년인버스,채권/금리,ETF,1,high
KR0000227830,PLUS 코스피,국내주식,ETF,2,mid
KR0000464600,SOL 자동차소부장Fn,해외주식,ETF,3,mid
KR0000452440,VITA 밸류알파액티브,해외주식,ETF,3,mid
KR0000463690,KODEX 미국S&P500커뮤니케이션,해외주식(미국),ETF,3,low
KR0000413930,WON AI ESG액티브,해외주식,ETF,3,mid
KR0000395150,KODEX 웹툰&드라마,해외주식,ETF,3,mid
KR0000487910,ACE 인도컨슈머파워액티브,해외주식(미국),ETF,3,mid
KR0000430500,KIWOOM 물가채KIS,단기자금/MMF,ETF,1,mid
KR0000474800,KIWOOM 미국원유에너지기업,해외주식(미국),ETF,3,mid
KR0000140580,RISE 우량업종대표주,해외주식,ETF,3,mid
KR00000002C0,에셋플러스 인도일등기업포커스20액티브,해외주식(미국),ETF,3,mid
KR0000442550,RISE TDF2030액티브,단기자금/MMF,ETF,1,mid
KR0000472720,TRUSTON 주주가치액티브,국내주식,ETF,2,mid
KR0000379790,RISE 유로스탁스50(H),해외주식(미국),ETF,3,mid
KR0000395280,HANARO Fn K-게임,해외주식,ETF,3,mid
KR0000292050,RISE KRX300,국내주식,ETF,2,mid
KR0000494340,ACE 글로벌AI맞춤형반도체,해외주식(미국),ETF,3,mid
KR00000127R0,RISE 미국AI클라우드인프라,해외주식(미국),ETF,3,mid
KR0000476260,HANARO 반도체핵심공정주도주,해외주식,ETF,3,mid
KR0000234310,RISE V&S셀렉트밸류,해외주식,ETF,3,mid
KR0000484890,SOL 머니마켓액티브,채권/금리,ETF,1,mid
KR0000253280,RISE 헬스케어,해외주식,ETF,3,mid
KR00000082F0,HANARO 유럽방산,해외주식(미국),ETF,3,mid
KR00000102X0,ACE 유럽방산TOP10,해외주식(미국),ETF,3,mid
KR0000496130,TRUSTON 코리아밸류업액티브,국내주식,ETF,2,mid
KR0000230480,KIWOOM 미국달러선물인버스2X,단기자금/MMF,ETF,1,mid
KR00000036Z0,RISE 미국천연가스밸류체인,해외주식(미국),ETF,3,mid
KR0000460270,KIWOOM 미국달러SOFR금리액티브(합성),채권/금리,ETF,1,mid
KR0000390400,KODEX 미국스마트모빌리티S&P,해외주식(미국),ETF,3,low
KR0000295000,RISE 국채선물10년,채권/금리,ETF,1,mid
KR0000395760,PLUS ESG성장주액티브,해외주식,ETF,3,mid
KR0000225800,KIWOOM 미국달러선물레버리지,단기자금/MMF,ETF,1,mid
KR0000480460,WON 한국부동산TOP3플러스,단기자금/MMF,ETF,1,mid
KR0000466810,BNK 2차전지양극재,해외주식,ETF,3,mid
KR0000451670,RISE 국채30년레버리지(합성),채권/금리,ETF,1,mid
KR0000215620,HK S&P코리아로우볼,해외주식,ETF,3,mid
KR0000251590,PLUS 고배당저변동50,해외주식,ETF,3,mid
KR0000391600,ACE 미국친환경그린테마,해외주식(미국),ETF,3,mid
KR0000281990,RISE 중소형고배당,해외주식,ETF,3,mid
KR0000429740,PLUS K리츠,단기자금/MMF,ETF,1,mid
KR0000269530,PLUS S&P글로벌인프라,해외주식(미국),ETF,3,mid
KR0000404650,SOL KRX기후변화솔루션,해외주식,ETF,3,mid
KR0000487920,ACE 인도시장대표BIG5그룹액티브,해외주식(미국),ETF,3,mid
KR0000280920,PLUS 주도업종,해외주식,ETF,3,mid
KR0000373490,KODEX 코리아혁신성장액티브,해외주식,ETF,3,high
KR00000078V0,PLUS 미국로보택시,해외주식(미국),ETF,3,mid
KR0000341850,TIGER 리츠부동산인프라채권,단기자금/MMF,ETF,1,mid
KR00000053M0,더제이 중소형포커스액티브,해외주식,ETF,3,mid
KR0000449680,TIGER 한중전기차(합성),단기자금/MMF,ETF,1,mid
KR00000084D0,KIWOOM 미국테크100월간목표헤지액티브,단기자금/MMF,ETF,1,mid
KR0000285690,FOCUS ESG리더스,해외주식,ETF,3,mid
KR0000181480,ACE 미국부동산리츠(합성 H),단기자금/MMF,ETF,1,mid
KR0000244620,KODEX 모멘텀Plus,해외주식,ETF,3,mid
KR0000307510,TIGER 의료기기,해외주식,ETF,3,mid
KR0000497520,ACE 일라이릴리밸류체인,해외주식(미국),ETF,3,mid
KR0000279540,KODEX 최소변동성,해외주식,ETF,3,mid
KR00000073X0,FOCUS 알리바바미국채커버드콜혼합,원자재,ETF,3,mid
KR0000424460,HANARO 글로벌워터MSCI(합성),해외주식(미국),ETF,3,mid
KR00000131A0,SOL 차이나소비트렌드,해외주식(미국),ETF,3,mid
KR0000399580,RISE 글로벌클린에너지,해외주식(미국),ETF,3,mid
KR0000404120,TIMEFOLIO K신재생에너지액티브,해외주식,ETF,3,mid
KR0000375270,RISE 글로벌데이터센터리츠(합성),단기자금/MMF,ETF,1,mid
KR00000004G0,1Q 미국배당TOP30,해외주식(미국),ETF,3,mid
KR0000462340,에셋플러스 글로벌다이나믹시니어액티브,해외주식(미국),ETF,3,mid
KR00000138D0,RISE 동학개미,해외주식,ETF,3,mid
KR00000120J0,BNK 카카오그룹포커스,해외주식,ETF,3,mid
KR0000488200,KIWOOM K-2차전지북미공급망,해외주식,ETF,3,mid
KR0000469160,ACE 일본반도체,해외주식(미국),ETF,3,mid
KR0000497510,ACE 글로벌빅파마,해외주식(미국),ETF,3,mid
KR0000166400,TIGER 200커버드콜OTM,파생(인버스),ETF,4,low
KR0000429010,TIGER 미국나스닥넥스트100,해외주식(미국),ETF,3,low
KR00000005C0,RISE 미국S&P500엔화노출(합성 H),채권/금리,ETF,1,mid
KR0000494210,SOL 미국500타겟데일리커버드콜액티브,해외주식(미국),ETF,3,mid
KR0000483020,KIWOOM 의료AI,해외주식,ETF,3,mid
KR0000488290,마이다스 일본테크액티브,해외주식(미국),ETF,3,mid
KR0000217780,TIGER 차이나CSI300인버스(합성),해외주식(미국),ETF,3,high
KR0000368680,KODEX K-뉴딜디지털플러스,해외주식,ETF,3,mid
KR0000490330,KoAct 미국치매&뇌질환치료제액티브,해외주식(미국),ETF,3,mid
KR0000385710,TIMEFOLIO K이노베이션액티브,해외주식,ETF,3,mid
KR0000499150,SOL 미국S&P500엔화노출(H),해외주식(미국),ETF,3,mid
KR00000015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),단기자금/MMF,ETF,1,mid
KR0000435550,KIWOOM TDF2050액티브,단기자금/MMF,ETF,1,mid
KR0000182490,TIGER 단기선진하이일드(합성 H),채권/금리,ETF,1,mid
KR0000237440,TIGER 경기방어채권혼합,단기자금/MMF,ETF,1,mid
KR0000380340,ACE 코리아AI테크핵심산업,해외주식,ETF,3,mid
KR0000435540,KIWOOM TDF2040액티브,단기자금/MMF,ETF,1,mid
KR0000228820,TIGER KTOP30,국내주식,ETF,2,mid
KR0000334690,RISE 팔라듐선물(H),원자재,ETF,3,mid
KR00000114X0,RISE 글로벌게임테크TOP3Plus,해외주식(미국),ETF,3,mid
KR00000132D0,KoAct 글로벌K컬처밸류체인액티브,단기자금/MMF,ETF,1,mid
KR0000489010,PLUS 글로벌AI인프라,해외주식(미국),ETF,3,mid
KR0000488480,RISE 일본섹터TOP4Plus,해외주식(미국),ETF,3,mid
KR0000400590,SOL 글로벌탄소배출권선물ICE(합성),해외주식(미국),ETF,3,mid
KR0000252650,KODEX 200동일가중,국내주식,ETF,2,low
KR0000219900,ACE 중국본토CSI300레버리지(합성),해외주식(미국),ETF,3,mid
KR0000270800,RISE KQ고배당,해외주식,ETF,3,mid
KR00000079X0,ACE BYD밸류체인액티브,해외주식(미국),ETF,3,mid
KR0000105010,TIGER 라틴35,해외주식(미국),ETF,3,mid
KR0000429980,SOL 한국형글로벌전기차&2차전지액티브,단기자금/MMF,ETF,1,mid
KR0000489860,KIWOOM 글로벌전력GRID인프라,해외주식(미국),ETF,3,mid
KR0000450180,KODEX 한중전기차(합성),단기자금/MMF,ETF,1,mid
KR0000433250,UNICORN R&D 액티브,국내주식,ETF,2,mid
KR0000140570,RISE 수출주,해외주식,ETF,3,mid
KR0000435530,KIWOOM TDF2030액티브,단기자금/MMF,ETF,1,mid
KR0000225050,TIGER 유로스탁스레버리지(합성 H),해외주식(미국),ETF,3,high
KR00000015K0,TIGER 미국소비트렌드액티브,해외주식(미국),ETF,3,high
KR0000256450,PLUS 심천차이넥스트(합성),해외주식(미국),ETF,3,mid
KR0000252420,RISE 200선물인버스2X,파생(인버스),ETF,4,mid
KR0000316300,ACE 싱가포르리츠,단기자금/MMF,ETF,1,mid
KR0000227550,TIGER 200 산업재,해외주식,ETF,3,low
KR0000438740,마이다스 중소형액티브,해외주식,ETF,3,mid
KR0000189400,PLUS 글로벌MSCI(합성 H),해외주식(미국),ETF,3,mid
KR00000128D0,PLUS 차이나항셍테크위클리타겟커버드콜,해외주식(미국),ETF,3,mid
KR0000304670,KODEX 미국30년국채울트라선물인버스(H),채권/금리,ETF,1,high
KR0000291890,KODEX MSCI EM선물(H),해외주식(미국),ETF,3,high
KR0000413220,SOL 차이나태양광CSI(합성),해외주식(미국),ETF,3,mid
KR0000474390,SOL 국고채30년액티브,채권/금리,ETF,1,mid
KR0000205720,ACE 일본TOPIX인버스(합성 H),해외주식(미국),ETF,3,mid
KR0000289670,PLUS 국채선물10년,채권/금리,ETF,1,mid
KR0000267440,RISE 미국장기국채선물(H),채권/금리,ETF,1,mid
KR0000456200,PLUS 미국달러SOFR금리액티브(합성),채권/금리,ETF,1,mid
KR0000139290,TIGER 200 경기소비재,해외주식,ETF,3,low
KR0000261060,TIGER 코스닥150IT,해외주식,ETF,3,low
KR0000407310,HANARO 200 TOP10,국내주식,ETF,2,mid
KR0000472350,1Q 차이나H(H),해외주식(미국),ETF,3,mid
KR0000225030,TIGER 미국S&P500선물인버스(H),해외주식(미국),ETF,3,high
KR0000427120,RISE AI플랫폼,해외주식,ETF,3,mid
KR0000301400,PLUS 코스닥150,국내주식,ETF,2,mid
KR0000401590,HANARO 글로벌탄소배출권선물ICE(합성),해외주식(미국),ETF,3,mid
KR0000460280,KIWOOM Fn유전자혁신기술,해외주식,ETF,3,mid
KR0000483030,KIWOOM 미국블록버스터바이오테크의약품+,해외주식(미국),ETF,3,mid
KR0000381570,HANARO Fn친환경에너지,해외주식,ETF,3,mid
KR0000139240,TIGER 200 철강소재,해외주식,ETF,3,low
KR0000498610,RISE 인도디지털성장,해외주식(미국),ETF,3,mid
KR0000400580,SOL 유럽탄소배출권선물S&P(H),해외주식(미국),ETF,3,mid
KR0000394350,KIWOOM 글로벌퓨처모빌리티,해외주식(미국),ETF,3,mid
KR0000227570,TIGER 우량가치,해외주식,ETF,3,mid
KR0000244670,KODEX 밸류Plus,해외주식,ETF,3,mid
KR0000266390,KODEX 경기소비재,해외주식,ETF,3,mid
KR0000402460,HANARO Fn K-메타버스MZ,해외주식,ETF,3,mid
KR0000404540,TIGER KRX기후변화솔루션,해외주식,ETF,3,mid
KR0000437370,RISE 글로벌농업경제,해외주식(미국),ETF,3,mid
KR0000314700,HANARO 농업융복합산업,해외주식,ETF,3,mid
KR0000476310,RISE 글로벌비만산업TOP2+,해외주식(미국),ETF,3,mid
KR0000469530,RISE 미국달러선물인버스,파생(인버스),ETF,4,mid
KR0000315270,TIGER 200커뮤니케이션서비스,해외주식,ETF,3,low
KR0000261920,ACE MSCI필리핀(합성),해외주식(미국),ETF,3,mid
KR0000138920,KODEX 콩선물(H),원자재,ETF,3,high
KR0000395750,PLUS ESG가치주액티브,해외주식,ETF,3,mid
KR0000461580,TIGER 코스닥글로벌,국내주식,ETF,2,low
KR0000482030,KoAct 반도체&2차전지핵심소재액티브,해외주식,ETF,3,mid
KR00000050E0,PLUS 미국AI에이전트,해외주식(미국),ETF,3,mid
KR0000267490,RISE 미국장기국채선물레버리지(합성 H),채권/금리,ETF,1,mid
KR0000476000,UNICORN 포스트IPO액티브,해외주식,ETF,3,mid
KR0000267450,RISE 미국장기국채선물인버스(H),채권/금리,ETF,1,mid
KR0000373790,KIWOOM 미국방어배당성장나스닥,해외주식(미국),ETF,3,mid
KR0000220130,SOL 차이나강소기업CSI500(합성 H),해외주식(미국),ETF,3,mid
KR0000441330,KIWOOM 차이나A50커넥트MSCI,해외주식(미국),ETF,3,mid
KR0000321410,KODEX 멀티에셋하이인컴(H),단기자금/MMF,ETF,1,mid
KR0000397420,RISE 국채선물5년추종,채권/금리,ETF,1,mid
KR0000407300,HANARO Fn골프테마,해외주식,ETF,3,mid
KR0000217770,TIGER 원유선물인버스(H),원자재,ETF,3,high
KR0000174350,TIGER 로우볼,해외주식,ETF,3,mid
KR0000491630,RISE 미국반도체인버스(합성 H),해외주식(미국),ETF,3,mid
KR0000243890,TIGER 200에너지화학레버리지,해외주식,ETF,3,high
KR0000454180,KIWOOM 차이나내수소비TOP CSI,해외주식(미국),ETF,3,mid
KR0000244660,KODEX 퀄리티Plus,해외주식,ETF,3,mid
KR0000226380,ACE Fn성장소비주도주,해외주식,ETF,3,mid
KR0000227560,TIGER 200 생활소비재,해외주식,ETF,3,low
KR0000306530,HANARO 코스닥150선물레버리지,파생(인버스),ETF,4,mid
KR0000277650,TIGER 코스피중형주,해외주식,ETF,3,low
KR0000291680,RISE 차이나H선물인버스(H),해외주식(미국),ETF,3,mid
KR0000266550,PLUS 중형주저변동50,해외주식,ETF,3,mid
KR0000238670,PLUS 스마트베타Quality채권혼합,단기자금/MMF,ETF,1,mid
KR0000488210,KIWOOM K-반도체북미공급망,해외주식,ETF,3,mid
KR0000252000,TIGER 200동일가중,국내주식,ETF,2,low
KR0000426330,KIWOOM 미국ETF산업STOXX,해외주식(미국),ETF,3,mid
KR0000291630,KIWOOM 코스닥150선물레버리지,파생(인버스),ETF,4,mid
KR0000470310,UNICORN 생성형AI강소기업액티브,해외주식,ETF,3,mid
KR0000253230,KIWOOM 200선물인버스2X,파생(인버스),ETF,4,mid
KR0000280940,KODEX 골드선물인버스(H),원자재,ETF,3,high
KR0000291620,KIWOOM 코스닥150선물인버스,파생(인버스),ETF,4,mid
KR0000252410,RISE 200선물인버스,파생(인버스),ETF,4,mid
KR0000481200,SOL 미국테크TOP10인버스(합성),해외주식(미국),ETF,3,mid
KR0000145670,ACE 인버스,파생(인버스),ETF,4,mid
KR0000253160,PLUS 200선물인버스2X,파생(인버스),ETF,4,mid
KR0000275750,RISE 코스닥150선물인버스,파생(인버스),ETF,4,mid
KR0000412560,TIGER BBIG레버리지,해외주식,ETF,3,high
KR0000253240,KIWOOM 200선물인버스,파생(인버스),ETF,4,mid
KR0000334700,RISE 팔라듐선물인버스(H),원자재,ETF,3,mid
KR0000465620,ACE 미국빅테크TOP7 Plus인버스(합성),해외주식(미국),ETF,3,mid
KR0000306520,HANARO 200선물인버스,파생(인버스),ETF,4,mid
KR0000301410,PLUS 코스닥150선물인버스,파생(인버스),ETF,4,mid
