BAS_DT,ISIN_CD,ITMS_NM,CLPR,VS,FLUC_RT,MKP,HIPR,LOPR,TR_QUANT,TR_PRC
20251223,KR7474920006,에셋플러스 차이나일등기업포커스10액티브,18070,285,,17735,18120,17735,,303565762
20251223,KR7475050001,ACE KPOP포커스,11865,595,,11405,11930,11325,,20239632587
20251223,KR7475070009,KoAct 글로벌친환경전력인프라액티브,26155,335,,26035,26275,26035,,376895774
20251223,KR7475080008,KODEX 테슬라커버드콜채권혼합액티브,9385,40,,9365,9400,9350,,3727368551
20251223,KR7475260006,ACE 2월만기자동연장회사채AA-이상액티브,10545,5,,10545,10545,10540,,1318035
20251223,KR7475270005,ACE 5월만기자동연장회사채AA-이상액티브,10520,5,,10515,10520,10515,,220820
20251223,KR7475280004,ACE 8월만기자동연장회사채AA-이상액티브,10515,10,,10515,10515,10510,,1439895
20251223,KR7475300000,SOL 반도체전공정,11060,-35,,11165,11175,11015,,839205389
20251223,KR7475310009,SOL 반도체후공정,17510,-120,,17690,17835,17480,,1181604773
20251223,KR7475350005,RISE 버크셔포트폴리오TOP10,14785,95,,14695,14800,14695,,713446074
20251223,KR7475380002,RISE 글로벌리얼티인컴,10455,55,,10430,10485,10415,,101831485
20251223,KR7475630000,TIGER CD1년금리액티브(합성),1054790,275,,1054785,1054790,1054785,,25238972776
20251223,KR7475720009,RISE 200위클리커버드콜,10760,40,,10750,10800,10740,,11298073850
20251223,KR7476000005,UNICORN 포스트IPO액티브,11710,-385,,12330,12330,11680,,13192235
20251223,KR7476030002,SOL 미국나스닥100,15845,25,,15845,15895,15845,,620098242
20251223,KR7476070008,KODEX 글로벌비만치료제TOP2 Plus,11955,300,,11850,12015,11735,,4605045453
20251223,KR7476260005,HANARO 반도체핵심공정주도주,8175,-165,,8355,8355,8065,,9924987897
20251223,KR7476310008,RISE 글로벌비만산업TOP2+,10670,295,,10565,10705,10440,,150652842
20251223,KR7476450002,KIWOOM 머니마켓액티브,53100,15,,53085,53100,53085,,422491410
20251223,KR7476550009,TIGER 미국30년국채커버드콜액티브(H),7715,15,,7700,7720,7700,,9225895582
20251223,KR7476690003,TIGER 글로벌비만치료제TOP2Plus,10835,315,,10615,10845,10595,,1782130381
20251223,KR7476750005,ACE 미국30년국채엔화노출액티브(H),8835,105,,8745,8855,8745,,1834882747
20251223,KR7476760004,ACE 미국30년국채액티브,10220,65,,10175,10235,10170,,2018718069
20251223,KR7476800008,KODEX 한국부동산리츠인프라,4810,0,,4810,4820,4800,,6152437063
20251223,KR7476850003,KoAct 배당성장액티브,13530,-50,,13650,13660,13530,,441587733
20251223,KR7477050009,PLUS 머니마켓액티브,52335,5,,52335,52340,52330,,2572859332
20251223,KR7477080006,RISE CD금리액티브(합성),105430,15,,105420,105430,105420,,269991131
20251223,KR7477490007,에셋플러스 글로벌일등기업포커스10액티브,19755,105,,19770,19790,19700,,11619187
20251223,KR7477730006,KODEX 인도타타그룹,9060,15,,9045,9125,9045,,92778920
20251223,KR7478150006,TIMEFOLIO 글로벌우주테크&방산액티브,20700,290,,20495,20820,20495,,5260792971
20251223,KR7479080004,1Q 머니마켓액티브,52585,5,,52580,52585,52577,,4408223793
20251223,KR7479520009,RISE KOFR금리액티브(합성),104510,10,,104505,104510,104505,,261583415
20251223,KR7479620007,SOL 미국AI반도체칩메이커,15210,10,,15165,15300,15165,,280369011
20251223,KR7479730004,TIGER 인도빌리언컨슈머,11330,5,,11380,11395,11200,,149978926
20251223,KR7479850000,HANARO K-뷰티,14175,-270,,14450,14455,14160,,975637271
20251223,KR7480020007,ACE 미국빅테크7+데일리타겟커버드콜(합성),12830,15,,12815,12855,12805,,1193767053
20251223,KR7480030006,ACE 미국500데일리타겟커버드콜(합성),11005,55,,11000,11030,10995,,2008394462
20251223,KR7480040005,ACE 미국반도체데일리타겟커버드콜(합성),12590,70,,12555,12645,12490,,1003827835
20251223,KR7480260009,TIGER 27-04회사채(A+이상)액티브,53125,15,,53115,53150,53115,,4990235135
20251223,KR7480310002,TIGER 글로벌온디바이스AI,13400,15,,13385,13495,13385,,61444156
20251223,KR7480460005,WON 한국부동산TOP3플러스,10020,20,,10000,10025,9990,,5618225
20251223,KR7481050003,KODEX CD1년금리플러스액티브(합성),1023520,155,,1023515,1023520,1023515,,13308794137
20251223,KR7481060002,KODEX 미국30년국채타겟커버드콜(합성 H),8275,20,,8250,8290,8225,,6603532076
20251223,KR7481180008,SOL 미국AI소프트웨어,15705,115,,15675,15755,15675,,1269416392
20251223,KR7481190007,SOL 미국테크TOP10,16940,-5,,16945,17005,16925,,6254199315
20251223,KR7481200004,SOL 미국테크TOP10인버스(합성),5710,25,,5740,5740,5710,,1405135
20251223,KR7481340008,RISE 미국30년국채액티브,10070,80,,10010,10075,10010,,209976140
20251223,KR7481430007,RISE 국고채10년액티브,102750,-50,,102700,102830,102330,,99127535
20251223,KR7482030004,KoAct 반도체&2차전지핵심소재액티브,9095,-145,,9295,9295,9095,,132812752
20251223,KR7482730009,TIGER 미국S&P500타겟데일리커버드콜,12155,35,,12175,12200,12130,,7254236473
20251223,KR7483020004,KIWOOM 의료AI,13630,-75,,13720,13720,13540,,309443320
20251223,KR7483030003,KIWOOM 미국블록버스터바이오테크의약품+,11250,210,,11235,11260,11135,,18664845
20251223,KR7483240008,TIGER 미국나스닥100ETF선물,12935,-5,,12940,12940,12930,,29409237
20251223,KR7483280004,KODEX 미국AI테크TOP10타겟커버드콜,13140,50,,13150,13175,13115,,5581174124
20251223,KR7483290003,KODEX 미국배당다우존스타겟커버드콜,9735,65,,9705,9755,9705,,922573389
20251223,KR7483320008,ACE 엔비디아밸류체인액티브,14985,185,,14865,15020,14865,,39147698333
20251223,KR7483330007,ACE 마이크로소프트밸류체인액티브,13200,-35,,13235,13265,13195,,4426213947
20251223,KR7483340006,ACE 구글밸류체인액티브,15555,135,,15525,15590,15525,,16806157178
20251223,KR7483420006,ACE 애플밸류체인액티브,14985,45,,14845,15040,14845,,270067942
20251223,KR7483570008,KCGI 미국S&P500 TOP10,15770,35,,15755,15815,15750,,284093857
20251223,KR7484790001,KODEX 미국30년국채액티브(H),8905,35,,8880,8905,8875,,3722867379
20251223,KR7484880000,SOL 금융지주플러스고배당,17335,-95,,17455,17560,17265,,5536739020
20251223,KR7484890009,SOL 머니마켓액티브,51597,2,,51605,51605,51595,,522236542
20251223,KR7485540009,KODEX 미국AI테크TOP10,15145,45,,15165,15185,15125,,6323837216
20251223,KR7485690002,RISE 미국AI밸류체인TOP3Plus,17625,90,,17710,17710,17625,,312798412
20251223,KR7485810006,TIMEFOLIO 글로벌바이오액티브,11145,40,,10990,11195,10915,,218972930
20251223,KR7486240005,DAISHIN343 AI반도체&인프라액티브,14210,-20,,14330,14330,14090,,21775194
20251223,KR7486290000,TIGER 미국나스닥100타겟데일리커버드콜,10995,20,,10995,11025,10990,,9780475267
20251223,KR7486450000,SOL 미국AI전력인프라,19835,75,,19790,19995,19790,,2711057775
20251223,KR7486830003,HANARO 머니마켓액티브,52370,10,,52360,52370,52360,,40059845
20251223,KR7487130007,KoAct AI인프라액티브,15080,-5,,15145,15200,15060,,225601725
20251223,KR7487230005,KODEX 미국AI전력핵심인프라,17280,25,,17345,17425,17280,,24532387873
20251223,KR7487240004,KODEX AI전력핵심설비,23040,-410,,23475,23545,23030,,33725406327
20251223,KR7487340002,ACE 머니마켓액티브,103440,25,,103415,103440,103415,,1002050295
20251223,KR7487750002,BNK 온디바이스AI,13710,-60,,13790,13830,13635,,290589967
20251223,KR7487910002,ACE 인도컨슈머파워액티브,9725,-15,,9740,9780,9705,,62296090
20251223,KR7487920001,ACE 인도시장대표BIG5그룹액티브,9130,5,,9125,9180,9115,,100153342
20251223,KR7487950008,KODEX 대만테크고배당다우존스,10080,-40,,10135,10160,10055,,76202706
20251223,KR7488080003,TIGER 반도체TOP10레버리지,15835,195,,15890,16100,15655,,21130391133
20251223,KR7488200007,KIWOOM K-2차전지북미공급망,10725,-85,,10865,10890,10725,,118004980
20251223,KR7488210006,KIWOOM K-반도체북미공급망,12695,0,,12705,12835,12600,,20618562
20251223,KR7488290008,마이다스 일본테크액티브,32025,685,,31745,32095,31335,,38624754
20251223,KR7488480005,RISE 일본섹터TOP4Plus,12475,140,,12360,12475,12360,,22936045
20251223,KR7488500000,TIGER 미국S&P500동일가중,12155,70,,12110,12195,12110,,897189718
20251223,KR7488720004,WON 종합채권(AA-이상)액티브,51055,20,,51050,51075,51050,,6127405
20251223,KR7488770009,KODEX 머니마켓액티브,103035,20,,103030,103035,103030,,34705321969
20251223,KR7488980004,SOL 26-12 회사채(AA-이상)액티브,51080,15,,51085,51095,51080,,64474045
20251223,KR7489000000,PLUS 일본엔화초단기국채(합성),10180,110,,10100,10190,10100,,1801570855
20251223,KR7489010009,PLUS 글로벌AI인프라,16000,-5,,16100,16100,15995,,145437627
20251223,KR7489030007,PLUS 고배당주위클리커버드콜,9225,5,,9255,9255,9200,,3519789989
20251223,KR7489250001,KODEX 미국배당다우존스,11255,90,,11210,11260,11210,,2446741843
20251223,KR7489290007,WON 미국빌리어네어,16050,45,,16040,16090,16040,,350646185
20251223,KR7489860007,KIWOOM 글로벌전력GRID인프라,13870,95,,13870,13900,13805,,118877736
20251223,KR7490090008,TIGER 미국AI빅테크10,15285,0,,15285,15325,15285,,3189345309
20251223,KR7490330008,KoAct 미국치매&뇌질환치료제액티브,12690,220,,12590,12730,12590,,41866980
20251223,KR7490480001,SOL K방산,25725,625,,25590,25875,25285,,1841425286
20251223,KR7490490000,SOL 미국배당미국채혼합50,10880,40,,10850,10885,10800,,2022039061
20251223,KR7490590007,RISE 미국AI밸류체인데일리고정커버드콜,13455,70,,13385,13515,13385,,8743516540
20251223,KR7490600004,RISE 미국배당100데일리고정커버드콜,9005,15,,8990,9035,8980,,1083572221
20251223,KR7491010005,TIGER 글로벌AI전력인프라액티브,19295,55,,19250,19400,19205,,2100701312
20251223,KR7491090007,KODEX 미국테크TOP3플러스,16770,20,,16750,16810,16750,,136125165
20251223,KR7491220000,PLUS 200TR,69265,240,,69455,69760,69195,,7357665
20251223,KR7491230009,PLUS 국공채머니마켓액티브,51435,20,,51425,51435,51425,,92936280
20251223,KR7491510004,파워 K-주주가치액티브,14630,-70,,14660,14810,14630,,6548865
20251223,KR7491610002,1Q CD금리액티브(합성),102885,0,,102885,102890,102885,,617221096
20251223,KR7491620001,RISE 미국테크100데일리고정커버드콜,11350,30,,11330,11385,11330,,6015423924
20251223,KR7491630000,RISE 미국반도체인버스(합성 H),12135,-115,,12170,12170,12095,,35398870
20251223,KR7491700001,HK 200,59030,360,,59150,59270,59030,,236580
20251223,KR7491820007,HANARO 전력설비투자,27885,-505,,28520,28520,27830,,2336421936
20251223,KR7491830006,TIGER 미국AI반도체팹리스,15120,-60,,15180,15235,15120,,211696870
20251223,KR7492500004,1Q 현대차그룹채권(A+이상)&국고통안,51715,55,,51685,51720,51680,,29629830
20251223,KR7493420004,SOL 미국배당다우존스2호,11060,90,,10970,11085,10970,,215262880
20251223,KR7493810006,TIGER 미국AI빅테크10타겟데일리커버드콜,12265,-10,,12275,12305,12255,,3627279519
20251223,KR7494180003,TIMEFOLIO 글로벌소비트렌드액티브,13570,55,,13650,13650,13570,,776619890
20251223,KR7494210008,SOL 미국500타겟데일리커버드콜액티브,11345,70,,11325,11350,11300,,1759964058
20251223,KR7494220007,UNICORN SK하이닉스밸류체인액티브,20040,20,,20150,20150,19830,,4135051713
20251223,KR7494300007,KODEX 미국나스닥100데일리커버드콜OTM,10440,20,,10465,10470,10415,,7158946962
20251223,KR7494310006,KODEX 반도체레버리지,26615,25,,26760,27180,26505,,61592217699
20251223,KR7494330004,ACE 라이프자산주주가치액티브,15330,-130,,15460,15515,15330,,262140670
20251223,KR7494340003,ACE 글로벌AI맞춤형반도체,12855,45,,12810,12900,12805,,95396420
20251223,KR7494410004,PLUS 미국S&P500성장주,13590,140,,13450,13590,13430,,61353150
20251223,KR7494420003,PLUS 미국배당증가성장주데일리커버드콜,9895,65,,9950,9950,9870,,207228761
20251223,KR7494670003,TIGER 조선TOP10,27430,1315,,26930,27635,26485,,44939366304
20251223,KR7494840002,TIGER 미국방산TOP10,13200,260,,13145,13265,13145,,663108170
20251223,KR7494890007,KODEX 200액티브,16950,45,,16985,17080,16920,,2723698620
20251223,KR7495040008,PLUS 코리아밸류업,16880,110,,16885,16950,16880,,12561695
20251223,KR7495050007,RISE 코리아밸류업,16990,60,,16955,17085,16930,,7956004512
20251223,KR7495060006,TIMEFOLIO 코리아밸류업액티브,15300,-300,,15630,15630,15300,,1844040868
20251223,KR7495230005,KoAct 코리아밸류업액티브,17305,35,,17355,17390,17245,,1461343185
20251223,KR7495330003,1Q 코리아밸류업,16860,45,,16830,16990,16830,,184512052
20251223,KR7495550006,SOL 코리아밸류업TR,17295,40,,17280,17380,17230,,144296510
20251223,KR7495710006,BNK 26-06 특수채(AAA이상)액티브,51545,0,,51545,51545,51545,,51545
20251223,KR7495750002,HANARO 코리아밸류업,16835,-75,,16970,17005,16835,,9450355
20251223,KR7495850000,KODEX 코리아밸류업,16970,45,,16985,17105,16965,,1774631830
20251223,KR7495940009,RISE 미국AI테크액티브,13910,350,,13965,13965,13910,,139576264
20251223,KR7496020009,WON 전단채플러스액티브,51965,15,,51955,51965,51955,,21925860
20251223,KR7496080003,TIGER 코리아밸류업,17025,90,,16970,17110,16965,,1344413640
20251223,KR7496090002,KIWOOM 코리아밸류업,16920,30,,17000,17050,16920,,3635225
20251223,KR7496120007,ACE 코리아밸류업,17190,40,,17200,17330,17190,,46893000
20251223,KR7496130006,TRUSTON 코리아밸류업액티브,16115,45,,16190,16215,16100,,10345945
20251223,KR7496770009,PLUS 글로벌방산,18120,295,,17925,18160,17925,,343853908
20251223,KR7497510008,ACE 글로벌빅파마,12555,210,,12370,12555,12370,,42980016
20251223,KR7497520007,ACE 일라이릴리밸류체인,13195,135,,13065,13200,13065,,35740785
20251223,KR7497570002,TIGER 미국필라델피아AI반도체나스닥,15645,0,,15720,15730,15635,,9349598195
20251223,KR7497780007,KoAct 미국천연가스인프라액티브,9655,90,,9580,9665,9580,,128315310
20251223,KR7497880005,SOL CD금리&머니마켓액티브,50120,5,,50115,50120,50110,,2884560801
20251223,KR7498050004,HANARO 바이오코리아액티브,15690,-185,,15960,15960,15645,,395258817
20251223,KR7498180009,파워 종합채권(AA-이상)액티브,97165,-30,,97165,97165,97165,,97165
20251223,KR7498270008,KIWOOM 미국양자컴퓨팅,14155,525,,14255,14300,14150,,6331084186
20251223,KR7498400001,KODEX 200타겟위클리커버드콜,13360,60,,13355,13430,13330,,39276599946
20251223,KR7498410000,KODEX 금융고배당TOP10타겟위클리커버드콜,12150,-35,,12190,12240,12115,,10673425672
20251223,KR7498610005,RISE 인도디지털성장,11025,-40,,11045,11077,10965,,26140786
20251223,KR7498860006,RISE 코리아금융고배당,15135,110,,15080,15215,15060,,781816319
20251223,KR7499150001,SOL 미국S&P500엔화노출(H),10935,145,,10790,11025,10790,,26156680
20251223,KR7499660009,TIGER CD금리플러스액티브(합성),1002160,155,,1002155,1002160,1002155,,11364471666
20251222,KR70000D0009,TIGER 엔비디아미국채커버드콜밸런스(합성),10225,145,,10100,10235,10100,,638817705
20251222,KR70000H0005,KODEX 인도Nifty미드캡100,11595,295,,11500,11595,11470,,31426310
20251222,KR70000J0003,PLUS 한화그룹주,24370,430,,24345,24670,24202,,2235838028
20251222,KR70000Y0004,HK 26-12 회사채(AA-이상)액티브,103070,20,,103070,103070,103070,,103070
20251222,KR70000Z0003,RISE 바이오TOP10액티브,14735,-490,,15390,15390,14550,,4935536974
20251222,KR70001P0004,마이티 바이오시밀러&CDMO액티브,11970,-130,,12300,12300,11910,,122305011
20251222,KR70001S0001,TIGER 26-04 회사채(A+이상)액티브,50895,15,,50885,50895,50885,,337299430
20251222,KR70002C0008,에셋플러스 인도일등기업포커스20액티브,10855,305,,10650,10875,10600,,32971460
20251222,KR70004G0002,1Q 미국배당TOP30,9235,25,,9235,9245,9210,,159194187
20251222,KR70005A0007,KODEX 미국S&P500데일리커버드콜OTM,10110,125,,10120,10120,10060,,1011527192
20251222,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),11330,40,,11265,11330,11240,,11879425
20251222,KR70005D0004,SOL 전고체배터리&실리콘음극재,13000,320,,12880,13110,12690,,1282499789
20251222,KR70005G0001,ITF K-AI반도체코어테크,19860,510,,19955,19955,19795,,90548199
20251222,KR70007F0000,KODEX 27-12 회사채(AA-이상)액티브,10090,0,,10095,10095,10085,,155480354
20251222,KR70007G0009,PLUS 글로벌원자력밸류체인,14825,485,,14600,14910,14600,,960505787
20251222,KR70007N0000,아이엠에셋 200,59355,1390,,59080,59355,58755,,1885579015
20251222,KR70008E0000,ACE 미국중심중소형제조업,11850,150,,11925,11925,11835,,100215670
20251222,KR70008S0004,TIGER 미국배당다우존스타겟데일리커버드콜,9215,25,,9190,9235,9185,,1507918749
20251222,KR70008T0003,SOL 화장품TOP3플러스,12675,10,,12765,12765,12650,,1525640266
20251222,KR70010E0006,ACE FTSE WGBI Korea,95520,20,,95700,95725,95520,,2581295
20251222,KR70013P0000,RISE 미국은행TOP10,12430,195,,12470,12495,12375,,362746359
20251222,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),10395,25,,10540,10540,10320,,930014672
20251222,KR70015B0004,KoAct 미국나스닥성장기업액티브,14535,615,,14280,14550,14165,,4128438554
20251222,KR70015E0001,KIWOOM 엔비디아미국30년국채혼합액티브(H),10545,40,,10695,10695,10540,,50610745
20251222,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),11105,60,,11045,11220,11045,,306287765
20251222,KR70015K0003,TIGER 미국소비트렌드액티브,8587,132,,8460,8590,8460,,3559297
20251222,KR70016X0007,SOL 중단기회사채(A-이상)액티브,50605,10,,50610,50610,50585,,3498988035
20251222,KR70017Y0005,1Q 종합채권(AA-이상)액티브,97980,0,,98030,98055,97940,,32037980
20251222,KR70018C0000,PLUS 고배당주위클리고정커버드콜,11900,70,,11880,11930,11845,,1360767764
20251222,KR70018Z0003,RISE 미국양자컴퓨팅,16525,350,,16440,16565,16440,,215594084
20251222,KR70019K0009,TIMEFOLIO 미국나스닥100채권혼합50액티브,11635,150,,11500,11640,11500,,1515270447
20251222,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,19685,995,,19230,19720,19175,,822743305
20251222,KR70021C0005,ACE 장기자산배분액티브,12765,235,,12770,12775,12680,,106825437
20251222,KR70021D0004,ACE TDF2030액티브,11230,115,,11165,11250,11160,,175470226
20251222,KR70021E0003,ACE TDF2050액티브,12165,155,,12185,12185,12050,,599493543
20251222,KR70022T0005,SOL 국제금커버드콜액티브,14600,290,,14375,14635,14375,,1217002572
20251222,KR70023A0005,SOL 미국양자컴퓨팅TOP10,27225,1295,,26845,27240,26835,,15237854131
20251222,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,17670,595,,17690,17695,17495,,277775957
20251222,KR70025N0008,TIGER TDF2045,11770,110,,11745,11785,11740,,5951754195
20251222,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,11205,5,,11200,11215,11175,,55209080
20251222,KR70026S0002,1Q 미국S&P500,12325,165,,12295,12335,12280,,3113291515
20251222,KR70028X0003,KODEX 미국금융테크액티브,12885,195,,12980,12980,12810,,227740398
20251222,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,18525,285,,18305,18540,18045,,1626843377
20251222,KR70036D0007,TIMEFOLIO 미국배당다우존스액티브,10635,105,,10530,10660,10530,,1597583863
20251222,KR70036R0001,RISE 미국휴머노이드로봇,16445,305,,16325,16455,16325,,1244458399
20251222,KR70036Z0001,RISE 미국천연가스밸류체인,10825,65,,10830,10845,10735,,14865425
20251222,KR70038A0008,KODEX 미국휴머노이드로봇,16400,305,,16360,16435,16350,,6221179742
20251222,KR70040S0004,HANARO 글로벌피지컬AI액티브,16500,530,,16120,16545,16120,,343694897
20251222,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,12070,190,,11995,12087,11960,,4098703606
20251222,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,10305,145,,10255,10315,10255,,5994519633
20251222,KR70041D0000,KODEX 미국AI소프트웨어TOP10,15935,425,,15925,15955,15875,,1212960677
20251222,KR70041E0009,KODEX 미국S&P500액티브,14240,240,,14165,14255,14165,,814476836
20251222,KR70043B0000,TIGER 머니마켓액티브,101170,10,,101170,101170,101165,,10705362604
20251222,KR70043Y0003,TIMEFOLIO 차이나AI테크액티브,14215,460,,13755,14220,13755,,1763170312
20251222,KR70046A0008,TIGER 미국초단기(3개월이하)국채,10265,20,,10245,10275,10235,,13763287090
20251222,KR70046Y0000,ACE 미국배당퀄리티,12130,125,,12025,12135,12025,,218607792
20251222,KR70047A0007,TIGER 차이나테크TOP10,12270,75,,12295,12395,12250,,4219002542
20251222,KR70047N0002,PLUS 차이나AI테크TOP10,11690,135,,11550,11795,11550,,60805905
20251222,KR70047P0000,RISE 테슬라고정테크100,14790,200,,14600,14805,14600,,595224538
20251222,KR70047R0008,RISE 팔란티어고정테크100,14675,315,,14565,14720,14565,,764952495
20251222,KR70048J0007,KODEX 미국머니마켓액티브,14840,20,,14810,14860,14805,,10312918516
20251222,KR70048K0004,KODEX 차이나휴머노이드로봇,10615,295,,10355,10660,10340,,12683731103
20251222,KR70049K0003,ACE 미국배당퀄리티채권혼합50,11000,20,,10980,11025,10910,,266653965
20251222,KR70049M0001,ACE 미국배당퀄리티+커버드콜액티브,11635,90,,11555,11635,11555,,1009256580
20251222,KR70050E0007,PLUS 미국AI에이전트,10310,220,,10100,10310,10100,,3972135
20251222,KR70051A0000,KoAct 브로드컴밸류체인액티브,16565,600,,16440,16575,16350,,1064799842
20251222,KR70051G0004,SOL 미국원자력SMR,16765,585,,16610,16810,16600,,5063804947
20251222,KR70052D0006,TIGER 코리아배당다우존스,13535,90,,13525,13585,13480,,4878415689
20251222,KR70052S0009,1Q 미국S&P500미국채혼합50액티브,11690,85,,11655,11705,11655,,3543289787
20251222,KR70052T0008,1Q 중단기회사채(A-이상)액티브,49950,-10,,49940,49950,49930,,2297640
20251222,KR70053L0005,TIGER 차이나휴머노이드로봇,12895,180,,12860,12970,12800,,10270841734
20251222,KR70053M0004,더제이 중소형포커스액티브,10445,130,,10485,10485,10405,,46326195
20251222,KR70057H0007,PLUS 미국S&P500미국채혼합50액티브,11760,80,,11730,11780,11730,,1414196954
20251222,KR70060H0002,TIGER 토탈월드스탁액티브,12090,150,,12020,12105,12020,,2285313438
20251222,KR70061Z0009,RISE 단기특수은행채액티브,50015,5,,50015,50020,50015,,133842085
20251222,KR70064K0003,KODEX 금액티브,13665,245,,13485,13685,13485,,4334410154
20251222,KR70065G0008,KODEX 차이나테크TOP10,11180,60,,11145,11260,11085,,266446156
20251222,KR70066W0007,SOL 국제금,13840,275,,13615,13855,13615,,2263727497
20251222,KR70067V0007,TIGER 차이나글로벌리더스TOP3+,11450,-50,,11620,11620,11440,,167175330
20251222,KR70067Y0004,TIGER 차이나AI소프트웨어,12385,30,,12535,12535,12315,,96711505
20251222,KR70068M0007,KODEX 미국S&P500버퍼6월액티브,11740,-20,,11810,11810,11725,,42697492
20251222,KR70069M0006,1Q 미국나스닥100,12510,220,,12470,12520,12460,,3564813183
20251222,KR70072R0006,TIGER KRX금현물,14090,235,,13895,14130,13895,,18262797759
20251222,KR70073X0007,FOCUS 알리바바미국채커버드콜혼합,11370,80,,11390,11420,11325,,133582125
20251222,KR70074K0001,KoAct K수출핵심기업TOP30액티브,12180,155,,12195,12215,12145,,2037294067
20251222,KR70078V0004,PLUS 미국로보택시,12650,290,,12485,12650,12480,,70038054
20251222,KR70079X0001,ACE BYD밸류체인액티브,12460,200,,12625,12625,12230,,203707720
20251222,KR70080G0009,KODEX K방산TOP10,9710,155,,9660,9725,9550,,7752780246
20251222,KR70080X0008,SOL 미국S&P500미국채혼합50,11330,85,,11290,11335,11290,,2329484069
20251222,KR70080Y0007,SOL 조선TOP3플러스레버리지,16140,-60,,16900,16900,16025,,5601469821
20251222,KR70082F0008,HANARO 유럽방산,10680,100,,10800,10800,10655,,83787270
20251222,KR70082V0008,KODEX TDF2060액티브,11165,110,,11140,11170,11130,,1427885955
20251222,KR70083S0002,1Q 미국메디컬AI,11985,140,,11985,12010,11940,,1452545704
20251222,KR70084D0008,KIWOOM 미국테크100월간목표헤지액티브,11000,65,,11000,11035,10980,,1721525935
20251222,KR70084E0007,KIWOOM 미국대형주500월간목표헤지액티브,10290,15,,10300,10365,10280,,699481555
20251222,KR70085N0005,ACE 미국10년국채액티브(H),10135,-30,,10145,10150,10130,,116066723
20251222,KR70085P0003,ACE 미국10년국채액티브,10875,-5,,10855,10885,10840,,2392508432
20251222,KR70086B0008,TIGER 리츠부동산인프라TOP10액티브,10295,-40,,10400,10400,10270,,682900610
20251222,KR70086C0007,TIGER 리츠부동산인프라10채권혼합액티브,10125,-45,,10205,10205,10125,,127961124
20251222,KR70087F0003,ACE 차이나AI빅테크TOP2+액티브,11215,105,,11270,11280,11120,,122599290
20251222,KR70088N0002,WON K-글로벌수급상위,11150,125,,11180,11230,11065,,814937744
20251222,KR70089B0005,PLUS 미국나스닥100미국채혼합50,11115,105,,11105,11130,11085,,280338175
20251222,KR70089C0004,KODEX 미국S&P500변동성확대시커버드콜,11225,100,,11245,11250,11205,,111903956
20251222,KR70089D0003,KODEX 금융고배당TOP10,10790,150,,10695,10800,10695,,4369847861
20251222,KR70090B0002,PLUS K방산소부장,9730,280,,9540,9780,9540,,345035940
20251222,KR70091C0000,KODEX 미국10년국채액티브(H),10045,-20,,10055,10055,10035,,992672073
20251222,KR70091M0008,HANARO 27-06 회사채(AA-이상)액티브,10005,0,,0,0,0,,0
20251222,KR70091P0005,TIGER 코리아원자력,10825,135,,10860,10970,10785,,11997874554
20251222,KR70092B0000,SOL 한국원자력SMR,10935,65,,11020,11110,10900,,1582572849
20251222,KR70092C0009,SOL 27-12 회사채(AA-이상)액티브,49610,-5,,49610,49610,49610,,49610
20251222,KR70093A0000,RISE AI반도체TOP10,16270,800,,15790,16270,15790,,4489465776
20251222,KR70093B0009,RISE 엔비디아고정테크100,11515,170,,11500,11575,11485,,70995499
20251222,KR70093D0007,KoAct 팔란티어밸류체인액티브,12975,425,,12755,13005,12755,,555471273
20251222,KR70094K0007,TIGER 28-04 회사채(A+이상)액티브,99195,40,,99160,99205,99145,,380770231
20251222,KR70094L0006,RISE 차이나테크TOP10위클리타겟커버드콜,10410,-5,,10565,10565,10400,,336139912
20251222,KR70094M0005,RISE 코리아밸류업위클리고정커버드콜,12290,190,,12345,12345,12225,,356201172
20251222,KR70094X0002,1Q 샤오미밸류체인액티브,9920,100,,9825,10025,9825,,861325850
20251222,KR70097L0003,KIWOOM 한국고배당&미국AI테크,11110,150,,10960,11110,10960,,1347722976
20251222,KR70098F0000,KODEX K원자력SMR,11300,110,,11420,11460,11260,,6691758058
20251222,KR70098N0000,PLUS 자사주매입고배당주,10930,70,,11005,11005,10890,,2321039953
20251222,KR70098Z0006,FOCUS 200,49975,1085,,49550,49975,49550,,943250
20251222,KR70099L0001,ACE 우량회사채(AA-이상)액티브,98970,5,,98975,98980,98940,,38990430
20251222,KR70100K0009,KODEX K방산TOP10레버리지,7880,260,,7870,7925,7660,,2066253385
20251222,KR70101N0005,RISE AI전력인프라,12585,165,,12685,12790,12535,,1268509971
20251222,KR70102A0009,TIGER 미국AI소프트웨어TOP4Plus,11280,460,,11145,11280,11145,,2538276999
20251222,KR70102X0002,ACE 유럽방산TOP10,9400,75,,9590,9590,9325,,75794808
